address1;city;state;zip;country;phone;website;industry;industryKey;industryDisp;sector;sectorKey;sectorDisp;longBusinessSummary;companyOfficers;executiveTeam;maxAge;priceHint;previousClose;open;dayLow;dayHigh;regularMarketPreviousClose;regularMarketOpen;regularMarketDayLow;regularMarketDayHigh;exDividendDate;payoutRatio;beta;forwardPE;volume;regularMarketVolume;averageVolume;averageVolume10days;averageDailyVolume10Day;bid;ask;bidSize;askSize;marketCap;nonDilutedMarketCap;fiftyTwoWeekLow;fiftyTwoWeekHigh;allTimeHigh;allTimeLow;priceToSalesTrailing12Months;fiftyDayAverage;twoHundredDayAverage;trailingAnnualDividendRate;trailingAnnualDividendYield;currency;tradeable;enterpriseValue;profitMargins;floatShares;sharesOutstanding;heldPercentInsiders;heldPercentInstitutions;impliedSharesOutstanding;bookValue;priceToBook;lastFiscalYearEnd;nextFiscalYearEnd;mostRecentQuarter;earningsQuarterlyGrowth;netIncomeToCommon;trailingEps;forwardEps;enterpriseToRevenue;enterpriseToEbitda;52WeekChange;SandP52WeekChange;lastDividendValue;lastDividendDate;quoteType;currentPrice;recommendationKey;totalCash;totalCashPerShare;ebitda;totalDebt;quickRatio;currentRatio;totalRevenue;debtToEquity;revenuePerShare;returnOnAssets;returnOnEquity;grossProfits;freeCashflow;operatingCashflow;earningsGrowth;revenueGrowth;grossMargins;ebitdaMargins;operatingMargins;financialCurrency;symbol;language;region;typeDisp;quoteSourceName;triggerable;customPriceAlertConfidence;fullExchangeName;averageDailyVolume3Month;fiftyTwoWeekLowChange;fiftyTwoWeekLowChangePercent;fiftyTwoWeekRange;fiftyTwoWeekHighChange;fiftyTwoWeekHighChangePercent;fiftyTwoWeekChangePercent;earningsTimestampStart;earningsTimestampEnd;earningsCallTimestampStart;earningsCallTimestampEnd;isEarningsDateEstimate;epsTrailingTwelveMonths;epsForward;fiftyDayAverageChange;fiftyDayAverageChangePercent;twoHundredDayAverageChange;twoHundredDayAverageChangePercent;sourceInterval;exchangeDataDelayedBy;prevName;nameChangeDate;regularMarketChangePercent;regularMarketPrice;corporateActions;regularMarketTime;exchange;messageBoardId;exchangeTimezoneName;exchangeTimezoneShortName;gmtOffSetMilliseconds;market;esgPopulated;longName;shortName;regularMarketChange;regularMarketDayRange;cryptoTradeable;marketState;hasPrePostMarketData;firstTradeDateMilliseconds;trailingPegRatio;Ticker;address2;fax;auditRisk;boardRisk;compensationRisk;shareHolderRightsRisk;overallRisk;governanceEpochDate;dividendRate;dividendYield;fiveYearAvgDividendYield;trailingPE;targetHighPrice;targetLowPrice;targetMeanPrice;targetMedianPrice;numberOfAnalystOpinions;epsCurrentYear;priceEpsCurrentYear;fullTimeEmployees;irWebsite;lastSplitFactor;lastSplitDate;recommendationMean;averageAnalystRating;earningsTimestamp;ipoExpectedDate;underlyingSymbol;uuid;compensationAsOfEpochDate;firstTradeDateEpochUtc;timeZoneFullName;timeZoneShortName
PraCa Alfredo Egydio de Souza Aranha;São Paulo;SP;04344-902;Brazil;55 11 2794 3547;https://www.itau.com.br;Banks - Regional;banks-regional;Banks - Regional;Financial Services;financial-services;Financial Services;"Itaú Unibanco Holding S.A. provides various financial products and services to personal and corporate customers in Brazil and internationally. It operates through three segments: Retail Business, Wholesale Business and Activities with the Market + Corporation. The company offers current accounts; funds management; payments and collections; loans; credit and debit cards; investment and commercial banking services; real estate lending and financing services; economic, financial and brokerage advisory; and leasing and foreign exchange services. The company also provides non-life insurance products covering loss, damage, or liability for objects or people, as well as life insurance products covering death and personal accidents. It serves retail customers, account and non-account holders, individuals and legal entities, high income clients, microenterprises, and small companies, as well as middle-market companies and high net worth institutional clients. The company was formerly known as Itaú Unibanco Banco Múltiplo S.A. and changed its name to Itaú Unibanco Holding S.A. in April 2009. The company was incorporated in 1924 and is headquartered in São Paulo, Brazil. Itaú Unibanco Holding S.A. is a subsidiary of IUPAR - Itaú Unibanco Participações S.A.";[{'maxAge': 1, 'name': 'Mr. Milton  Maluhy Filho', 'age': 49, 'title': 'CEO & Member of Executive Board', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Gabriel Amado de Moura', 'age': 50, 'title': 'CFO & Member of Executive Board', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Matias  Granata', 'age': 51, 'title': 'Chief Risk Officer & Member of Executive Board', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jose Virgilio Vita Neto', 'age': 47, 'title': 'Member of Executive Board', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Carlos Fernando Rossi Constantini', 'age': 51, 'title': 'Member of Executive Board', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Pedro Paulo Giubbina Lorenzini', 'age': 57, 'title': 'Head of Macroeconomics, Global Markets, Treasury & Latam and Member of Executive Board', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. André Luís Teixeira Rodrigues', 'age': 52, 'title': 'Member of Executive Board', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Flavio Augusto Aguiar de Souza', 'age': 55, 'title': 'Member of Executive Board', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ricardo Ribeiro Mandacaru Guerra', 'age': 55, 'title': 'Member of Executive Board & CIO', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sergio Guillinet Fajerman', 'age': 53, 'title': 'Member of Executive Board', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;2,0;45,01;44,8;43,33;45,0;45,01;44,8;43,33;45,0;1773964800,0;0,7633;0,215;8,391692;37085400,0;37085400,0;28446961,0;36520140,0;36520140,0;43,5;43,89;0,0;0,0;479766577152,0;481307093458,0;28,42895;49,67;49,67;1,607855;3,4528747;43,826946;38,60363;2,955;0.06565208;BRL;False;1092321869824,0;0,32284;5918817837,0;5408839276,0;4,0000003e-05;0,56883;11026582253,0;18,546;2,3460584;1767139200,0;1798675200,0;1767139200,0;0,099;44856999936,0;4,01;5,18489;7,861;;0,5710515;0,19708562;0,018182;1796083200,0;EQUITY;43,51;strong_buy;482601009152,0;43,767;;1068043993088,0;;;138947002368,0;;12,543;0,01549;0,21014;138947002368,0;;-25275000832,0;0,028;0,11;0,0;0,0;0,37305;BRL;ITUB4.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;28446961,0;15,081049;0,5304821;28.42895 - 49.67;-6,16;-0,12401852;57,10515;1754420400,0;1754420400,0;1762340340,0;1762340340,0;False;4,01;5,18489;-0,31694794;-0,007231805;4,9063683;0,12709603;15,0;15,0;;;-3,332593;43,51;[];1772744872,0;SAO;finmb_873831;America/Sao_Paulo;BRT;-10800000,0;br_market;False;Itaú Unibanco Holding S.A.;ITAUUNIBANCOPN      N1;-1,5;43.33 - 45.0;False;POSTPOST;False;977400000000,0;1,4161;ITUB4;n 100,Torre Olavo Setubal Parque Jabaquara;;1,0;2,0;9,0;5,0;2,0;1772323200,0;0,55;1,22;3,96;10,850373;52,0;30,5;47,46154;50,0;13,0;4,69298;9,271295;;http://ww13.itau.com.br/portalri/index.aspx?idioma=ing&AspxAutoDetectCookieSupport=1;103:100;1766707200,0;1,46154;1.5 - Strong Buy;;;;;;;;
Fazenda SAo Pedro;Goianésia;GO;76388-899;Brazil;55 62 3389 9000;https://jalles.com;Confectioners;confectioners;Confectioners;Consumer Defensive;consumer-defensive;Consumer Defensive;"Jalles Machado S/A produces, markets, and exports sugar, ethanol, and other by-products from sugarcane. The company offers crystal and organic sugar; hydrated, anhydrous, industrial, and organic ethanol; sanitizing products; and yeast. It also produces clean and renewable energy from cane bagasse and straw. In addition, the company engages in industrial automation, 4G project agro-industrial control tower, and research and development activiries. Jalles Machado S/A was founded in 1980 and is headquartered in Goianésia, Brazil.";[{'maxAge': 1, 'name': 'Mr. Otavio Lage de Siqueira Filho', 'title': 'CEO, Member of the Executive Board & Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Rodrigo Penna de Siqueira', 'title': 'CFO & Member of the Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Joel Soares Alves da Silva', 'title': 'Director of Operations & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Henrique Penna de Siqueira', 'title': 'Commercial Director & Member of the Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Plínio Mário Nastari M.Sc., Ph.D.', 'title': 'Executive Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Claudia  Rezek', 'title': 'Controller', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;4,0;3,04;3,05;3,04;3,17;3,04;3,05;3,04;3,17;1721952000,0;0,0;0,429;16,725073;1327500,0;1327500,0;1067134,0;911830,0;911830,0;3,09;3,17;;;949875136,0;916704898,0;2,53;4,45;11,431965;2,53;0,41036606;2,9708;3,1263;0,0;0.0;BRL;False;4194629888,0;0,02009;96820924,0;301547664,0;0,67424005;0,099300005;301547664,0;6,843;0,46032444;1743379200,0;1774915200,0;1767139200,0;;46507000,0;0,15;0,18834;1,812;4,182;-0,26570046;0,19708562;0,067695;1721952000,0;EQUITY;3,15;buy;2058674048,0;6,827;1002924032,0;5336599040,0;2,333;3,39;2314702080,0;258,614;7,676;-0,00494;0,02279;164546000,0;365442368,0;931736000,0;;-0,304;0,071090005;0,43328;0,051119998;BRL;JALL3.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;1067134,0;0,6200001;0,24505934;2.53 - 4.45;-1,2999997;-0,2921348;-26,570045;;;;;;0,15;0,18834;0,17920017;0,06032051;0,023699999;0,0075808456;15,0;15,0;;;3,6184256;3,15;[];1772744760,0;SAO;finmb_47058303;America/Sao_Paulo;BRT;-10800000,0;br_market;False;Jalles Machado S/A;JALLESMACHADON      NM;0,11000013;3.04 - 3.17;False;POSTPOST;False;1612789200000,0;;JALL3;Rodovia GO-080 - KM 185, s/n Zona Rural;55 62 3353 4040;;;;;;;;;;21,0;6,0;3,5;4,74286;4,4;7,0;-0,25;-12,6;;;;;1,57143;1.6 - Buy;;;;;;;;
;;;;;;;;;;;;;;;;86400,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NONE;;;;;;;;;;;;;;;;;;;;;;;JBDU3.SA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;JBDU3;;;;;;;;;;;;;;;;;;;;;;;;;;;;JBDU3.SA;fe0dcc75-d8d2-378a-9227-025d98825ff8;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;NONE;;;;;;;;;;;;;;;;;;;;;;BRL;JBSS3.SA;en-US;US;;;False;NONE;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;;;;;False;;;;;False;;False;;;JBSS3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;JFAB4.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;JFAB4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Av. das Américas;Rio De Janeiro;RJ;22631-003;Brazil;55 21 2042 4204;https://www.joaofortes.com.br;Real Estate Services;real-estate-services;Real Estate Services;Real Estate;real-estate;Real Estate;João Fortes Engenharia S.A. develops, constructs, and sells real estate properties in Brazil. It is involved in the construction of residential and commercial buildings, cinemas, schools, universities, clubs, sports and leisure centers, hospitals, shopping malls, hotels, garage budlings, data processing centers, and research centers and industrial projects. The company was formerly known as John Strong & Cia Ltda. and changed its name to João Fortes Engenharia S.A. in September 1973. João Fortes Engenharia S.A. was founded in 1950 and is headquartered in Rio De Janeiro, Brazil.;[{'maxAge': 1, 'name': 'Mr. Roberto Alexandre De A. A. Q. Correa', 'title': 'Chief Financial & Investor Relations Officer, General Director and Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jose Luiz Villar Boardman', 'title': 'Management Board Member & Independent Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Julia  Pereira Nobrega', 'title': 'Chief Legal Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jorge René Rucas da Silva Lourenço', 'title': 'Chief of National Business Officer', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;4,0;0,89;0,89;0,8;0,89;0,89;0,89;0,8;0,89;1398988800,0;0,0;0,767;;74900,0;74900,0;31550,0;36550,0;36550,0;0,83;0,95;0,0;0,0;10242197,0;11394443,0;0,8;3,19;8922,911;0,100884;0,046423975;0,9924;1,42595;0,0;0.0;BRL;False;212315440,0;-1,14755;11374215,0;12802745,0;0,06003;0,48386002;12802746,0;-6,944;-0,11520738;1735603200,0;1767139200,0;1759190400,0;;-253176992,0;-11,61;;0,962;-1,508;-0,64257026;0,19708562;50,423374;1398988800,0;EQUITY;0,8;none;3723000,0;0,291;-140792992,0;303777984,0;0,547;1,658;220623008,0;;20,712;-0,115509994;;-70169000,0;-6490375,0;-31400000,0;;0,805;-0,31805;-0,63816;-0,56058997;BRL;JFEN3.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;31550,0;0,0;0,0;0.8 - 3.19;-2,39;-0,7492163;-64,25703;;;;;;-11,61;;-0,19239998;-0,19387342;-0,62595004;-0,43897054;15,0;15,0;;;-10,112356;0,8;[];1772743979,0;SAO;finmb_880727;America/Sao_Paulo;BRT;-10800000,0;br_market;False;João Fortes Engenharia S.A.;JOAO FORTES ON;-0,089999974;0.8 - 0.89;False;POSTPOST;False;946900800000,0;;JFEN3;3443 – Bl. 3 Ala B – Sala 108 Barra da Tijuca;;;;;;;;;;;;;;;;;;;;;1:20;1732233600,0;;;;;;;;;;
Av. Alcides Sangirardi;São Paulo;SP;05672-015;Brazil;55 11 3702 1900;https://jhsf.com.br;Real Estate - Development;real-estate-development;Real Estate - Development;Real Estate;real-estate;Real Estate;"JHSF Participações S.A., together with its subsidiaries, engages in the real estate business in Brazil and internationally. It operates through five segments: Recurring Income; Real Estate Business; Airport, Hotels and Restaurants; and Holding Company. The company is involved in the construction and operation of shopping malls; purchase and sale of residential and commercial properties; retail of fashion goods; leasing of commercial real estate; and development and operation of hotels, tourism activities, and gastronomy, including bars, cafés, and restaurants. It also engages in the operation and management of the airfield; provision of management services; and financing solutions, services, and real estate investment. The company was founded in 1972 and is headquartered in São Paulo, Brazil.";[{'maxAge': 1, 'name': 'Mr. Adilson  Augusto Martins Jr.', 'age': 46, 'title': 'CEO, Member of Executive Board & Director', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Breno Perez Vicente', 'title': 'CFO & Investor Relations Officer and Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Joao Alves Meira Neto', 'age': 62, 'title': 'Chief Legal Officer, Legal Director & Member of the Board of Executive Officers', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Karine Monteiro De Oliveira', 'title': 'Chief People & Mgmt Officer, Human Resources Officer & Member of the Board of Executive Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mara Boaventura Dias', 'title': 'Chief Investor Relations Officer, Investor Relations Officer & Member of Board of Executive Officers', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;2,0;9,45;9,36;8,96;9,41;9,45;9,36;8,96;9,41;1774915200,0;0,1966;0,225;9,309278;4826400,0;4826400,0;3969124,0;3648680,0;3648680,0;9,01;9,07;0,0;0,0;6038470144,0;6319329874,0;3,61;10,28;12,6;0,98;3,079702;9,0996;6,7901;0,0;0.0;BRL;False;10420106240,0;0,65964997;290970616,0;668712156,0;0,53198004;0,17125;668712157,0;9,437;0,9568718;1735603200,0;1767139200,0;1759190400,0;1,014;1293389952,0;1,9;0,97;5,314;12,336;1,4738219;0,19708562;0,068544;1796083200,0;EQUITY;9,03;none;2194010880,0;3,293;844696000,0;5887392768,0;1,681;2,799;1960732032,0;87,634;2,884;0,03557;0,20974001;1210909952,0;-513329760,0;-105110000,0;0,977;0,384;0,61758;0,43081;0,44276002;BRL;JHSF3.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;3969124,0;5,42;1,5013851;3.61 - 10.28;-1,25;-0,12159533;147,38219;1755198000,0;1755198000,0;1763117940,0;1763117940,0;False;1,9;0,97;-0,069600105;-0,0076486995;2,2398996;0,32987726;15,0;15,0;;;-4,444445;9,03;[{'header': 'Dividend', 'message': 'JHSF3.SA announced a cash dividend of 0.069 BRL with an ex-date of Mar. 31, 2026', 'meta': {'eventType': 'DIVIDEND', 'dateEpochMs': 1774926000000, 'amount': '0.069'}}];1772744760,0;SAO;finmb_33774899;America/Sao_Paulo;BRT;-10800000,0;br_market;False;JHSF Participações S.A.;JHSF PART   ON  ED  NM;-0,42000008;8.96 - 9.41;False;POSTPOST;False;1176382800000,0;;JHSF3;s/n., 301 Usina Espaço C – Cidade Jardim;;6,0;4,0;9,0;3,0;5,0;1772323200,0;0,82;8,7;6,98;4,7526317;10,0;4,2;7,38571;6,5;7,0;0,84;10,75;;;;;;;;;;;;;;
Avenida Carlos Gomes, 651;Porto Alegre;RS;90480-003;Brazil;55 51 3327 3200;https://josapar.com.br;Packaged Foods;packaged-foods;Packaged Foods;Consumer Defensive;consumer-defensive;Consumer Defensive;"JOSAPAR Joaquim Oliveira S.A. Participações operates as a food products company in Brazil. It offers soy-based powdered products under the Soy+ brand; olive oils under the Nova Oliva brand; rice under the Nikkoh, Beleza, Tio Mingote, No Ponto, Pedrinho, Bataclan, and Impacto brands; and other products under the Tio João, arroz Tio João, Supra Soy, Meu Biju, and SUPREMO INSUMOS brands. The company exports its products. The company was founded in 1973 and is headquartered in Porto Alegre, Brazil. JOSAPAR Joaquim Oliveira S.A. Participações is a subsidiary of Peroli S/A Participações.";[{'maxAge': 1, 'name': 'Mr. Augusto Lauro de Oliveira Junior', 'title': 'Vice President of Executive Board, Chairman & Chief Investors Relations Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Luciano Adures de Oliveira', 'title': 'CEO, Chairman of the Executive Officers Board & Vice Chairman of the Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Marcelo Augusto Furlan dos Santos', 'title': 'Chief Administrative & Financial Officer and Member of the Executive Officers Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Luiz Augusto Barcelos Krause', 'title': 'Chief Commercial & Operating Officer and Member of the Executive Officers Board', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;2,0;22,0;0,0;22,0;22,0;22,0;0,0;22,0;22,0;1746144000,0;0,7899;0,293;;0,0;0,0;13,0;0,0;0,0;20,11;24,0;0,0;0,0;232811936,0;232811942,0;20,1;22,99;43,45;0,5;0,11724338;20,7614;20,77525;0,633;0.028772729;BRL;False;852733056,0;0,00428;2281274,0;10450993,0;0,80236;0,0;10582361,0;56,94;0,38637164;1735603200,0;1767139200,0;1759190400,0;0,365;8494000,0;0,8;;0,429;9,551;0,047619104;0,19708562;0,633178;1746144000,0;EQUITY;22,0;none;741430016,0;69,204;89280000,0;1197926016,0;1,649;2,312;1985714944,0;155,458;185,343;0,024519999;0,01758;443019008,0;58139124,0;143416992,0;0,349;-0,14;0,22309999;0,04496;0,07016;BRL;JOPA3.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;13,0;1,8999996;0,09452734;20.1 - 22.99;-0,9899998;-0,04306219;4,7619104;;;;;;0,8;;1,2385998;0,059658777;1,2247505;0,058952387;15,0;15,0;;;0,0;22,0;[];1770734592,0;SAO;finmb_879614;America/Sao_Paulo;BRT;-10800000,0;br_market;False;JOSAPAR Joaquim Oliveira S.A. Participações;JOSAPAR     ON;0,0;22.0 - 22.0;False;POSTPOST;False;1045573200000,0;;JOPA3;5th Floor Bairro Boa Vista;;;;;;;;0,63;2,88;2,95;27,5;;;;;;;;;;;;;;;;;;;;;
Avenida Carlos Gomes, 651;Porto Alegre;RS;90480-003;Brazil;55 51 3327 3200;https://josapar.com.br;Packaged Foods;packaged-foods;Packaged Foods;Consumer Defensive;consumer-defensive;Consumer Defensive;"JOSAPAR Joaquim Oliveira S.A. Participações operates as a food products company in Brazil. It offers soy-based powdered products under the Soy+ brand; olive oils under the Nova Oliva brand; rice under the Nikkoh, Beleza, Tio Mingote, No Ponto, Pedrinho, Bataclan, and Impacto brands; and other products under the Tio João, arroz Tio João, Supra Soy, Meu Biju, and SUPREMO INSUMOS brands. The company exports its products. The company was founded in 1973 and is headquartered in Porto Alegre, Brazil. JOSAPAR Joaquim Oliveira S.A. Participações is a subsidiary of Peroli S/A Participações.";[{'maxAge': 1, 'name': 'Mr. Augusto Lauro de Oliveira Junior', 'title': 'Vice President of Executive Board, Chairman & Chief Investors Relations Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Luciano Adures de Oliveira', 'title': 'CEO, Chairman of the Executive Officers Board & Vice Chairman of the Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Marcelo Augusto Furlan dos Santos', 'title': 'Chief Administrative & Financial Officer and Member of the Executive Officers Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Luiz Augusto Barcelos Krause', 'title': 'Chief Commercial & Operating Officer and Member of the Executive Officers Board', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;2,0;24,0;0,0;24,0;24,0;24,0;0,0;24,0;24,0;1746144000,0;0,21450001;0,293;;0,0;0,0;0,0;0,0;0,0;25,0;30,0;0,0;0,0;253976672,0;222623685,0;24,0;24,0;74,9;0,5;0,12790188;24,0;24,0;0,633;0.026375001;BRL;False;874160512,0;0,00428;2281274,0;131368,0;0,60136;0,15681;10582361,0;56,94;0,42149633;1735603200,0;1767139200,0;1759190400,0;0,365;8494000,0;2,22;;0,44;9,791;0,0;0,19708562;0,696496;1746144000,0;EQUITY;24,0;none;741430016,0;69,204;89280000,0;1197926016,0;1,649;2,312;1985714944,0;155,458;185,343;0,024519999;0,01758;443019008,0;58139124,0;143416992,0;0,349;-0,14;0,22309999;0,04496;0,07016;BRL;JOPA4.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;0,0;0,0;0,0;24.0 - 24.0;0,0;0,0;0,0;;;;;;2,22;;0,0;0,0;0,0;0,0;15,0;15,0;;;0,0;24,0;[];1736542854,0;SAO;finmb_879614;America/Sao_Paulo;BRT;-10800000,0;br_market;False;JOSAPAR Joaquim Oliveira S.A. Participações;JOSAPAR     PN;0,0;24.0 - 24.0;False;POSTPOST;False;1045573200000,0;;JOPA4;5th Floor Bairro Boa Vista;;;;;;;;;;3,19;10,810811;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;NONE;;;;;;;;;;;;;;;;;;;;;;;JPSA3.SA;en-US;US;;;False;NONE;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;;;;;False;;;;;False;;False;;;JPSA3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rua Doutor Renato Paes de Barros, 1017;São Paulo;SP;04530–001;Brazil;55 11 3154 4000;https://www.jsl.com.br;Integrated Freight & Logistics;integrated-freight-logistics;Integrated Freight & Logistics;Industrials;industrials;Industrials;"JSL S.A., together with its subsidiaries, provides logistics services in Brazil. It also offers charge transport, internal logistics, storage, urban distribution, commodity logistics and other charter services. In addition, the company provides logistics services comprising intercity, interstate, and international road freight transport services; charter passenger transport; logistical cargo transport; and storage related services. Further, it manufactures plants and related equipment. JSL S.A. was founded in 1956 and is headquartered in São Paulo, Brazil. The company is a subsidiary of Simpar S.A.";[{'maxAge': 1, 'name': 'Mr. Guilherme  de Andrade Fonseca Sampaio', 'title': 'Chief Administrative & Financial Officer, Investor Relations Officer and Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Eduardo  Pereira', 'age': 53, 'title': 'Executive Officer & Member of Executive Board', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Samir Moyses Gilio Ferreira', 'title': 'Executive Officer & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Paulo  Prado', 'title': 'Investor Relations Officer', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;2,0;8,15;8,08;7,67;8,1;8,15;8,08;7,67;8,1;1767052800,0;1,2709;0,598;7,4568934;1524800,0;1524800,0;1275065,0;1568540,0;1568540,0;7,77;7,78;0,0;0,0;2212981760,0;2318226309,0;5,0;8,75;14,08;4,38;0,22867163;7,3724;6,3055;0,421;0.051656444;BRL;False;8805602304,0;0,00972;68795426,0;284444946,0;0,75282997;0,056950003;284444946,0;6,456;1,2050806;1735603200,0;1767139200,0;1759190400,0;-0,587;94104000,0;0,33;1,04333;0,91;5,088;0,5009208;0,19708562;1,911527;1767052800,0;EQUITY;7,78;strong_buy;1649634944,0;5,8;1730563968,0;8137120768,0;1,614;1,882;9677552640,0;443,158;34,025;0,05612;0,05096;1538296960,0;230552752,0;995608000,0;-0,587;0,056;0,15896;0,17882;0,120979995;BRL;JSLG3.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;1275065,0;2,7800002;0,55600005;5.0 - 8.75;-0,9699998;-0,11085712;50,09208;1754420400,0;1754938800,0;1746536400,0;1746536400,0;False;0,33;1,04333;0,4076004;0,055287343;1,4745002;0,23384349;15,0;15,0;;;-4,5398703;7,78;[];1772744859,0;SAO;finmb_98241624;America/Sao_Paulo;BRT;-10800000,0;br_market;False;JSL S.A.;JSL         ON      NM;-0,3699994;7.67 - 8.1;False;POSTPOST;False;1599742800000,0;;JSLG3;13th Floor Itaim Bibi;;;;;;;;1,91;23,45;5,53;23,575758;18,0;7,6;12,0375;10,15;8,0;0,96333;8,076153;;;;;1,375;1.4 - Strong Buy;;;;;;;;
